"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"SubstanceDefinition-uv-epi","SubstanceDefinition.property.extension","SubstanceDefinition.property.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SubstanceDefinition-uv-epi","SubstanceDefinition.property.modifierExtension","SubstanceDefinition.property.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/5.0.0-snapshot3/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SubstanceDefinition-uv-epi","SubstanceDefinition.property.type","SubstanceDefinition.property.type","","","",1,1,"","","Y","CodeableConcept {[]} {[]}
","A code expressing the type of property","A code expressing the type of property.","","","","","","","","","",,"example","This value set includes all observable entity codes from SNOMED CT - provided as an exemplar value set.","http://hl7.org/fhir/ValueSet/product-characteristic-codes","",,,,"SubstanceDefinition.property.type",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.property.value[x]","SubstanceDefinition.property.value[x]","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
Quantity {[]} {[]}date {[]} {[]}boolean {[]} {[]}Attachment {[]} {[]}","A value for the property","A value for the property.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.property.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.referenceInformation","SubstanceDefinition.referenceInformation","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SubstanceReferenceInformation]]}
","General information detailing this substance","General information detailing this substance.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.referenceInformation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.molecularWeight","SubstanceDefinition.molecularWeight","","","",0,*,"","","Y","BackboneElement {[]} {[]}
","The average mass of a molecule of a compound","The average mass of a molecule of a compound compared to 1/12 the mass of carbon 12 and calculated as the sum of the atomic weights of the constituent atoms.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.molecularWeight",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.molecularWeight.id","SubstanceDefinition.molecularWeight.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"SubstanceDefinition-uv-epi","SubstanceDefinition.molecularWeight.extension","SubstanceDefinition.molecularWeight.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SubstanceDefinition-uv-epi","SubstanceDefinition.molecularWeight.modifierExtension","SubstanceDefinition.molecularWeight.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/5.0.0-snapshot3/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SubstanceDefinition-uv-epi","SubstanceDefinition.molecularWeight.method","SubstanceDefinition.molecularWeight.method","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","The method by which the weight was determined","The method by which the molecular weight was determined.","","","","","","","","","",,"example","The method by which the substance weight was measured.","http://hl7.org/fhir/ValueSet/substance-weight-method","",,,,"SubstanceDefinition.molecularWeight.method",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.molecularWeight.type","SubstanceDefinition.molecularWeight.type","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Type of molecular weight e.g. exact, average, weight average","Type of molecular weight such as exact, average (also known as. number average), weight average.","","","","","","","","","",,"example","The type of substance weight measurement.","http://hl7.org/fhir/ValueSet/substance-weight-type","",,,,"SubstanceDefinition.molecularWeight.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.molecularWeight.amount","SubstanceDefinition.molecularWeight.amount","","","",1,1,"","","Y","Quantity {[]} {[]}
","The molecular weight.","Used to capture quantitative values for a variety of elements. If only limits are given, the arithmetic mean would be the average. If only a single definite value for a given element is given, it would be captured in this field.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.molecularWeight.amount",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.molecularWeight.amount.id","SubstanceDefinition.molecularWeight.amount.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"SubstanceDefinition-uv-epi","SubstanceDefinition.molecularWeight.amount.extension","SubstanceDefinition.molecularWeight.amount.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SubstanceDefinition-uv-epi","SubstanceDefinition.molecularWeight.amount.value","SubstanceDefinition.molecularWeight.amount.value","","","",0,1,"","","Y","decimal {[]} {[]}
","numerical value.","The value of the measured amount. The value includes an implicit precision in the presentation of the value.","The implicit precision in the value should always be honored. Monetary values have their own rules for handling precision (refer to standard accounting text books).","Precision is handled implicitly in almost all cases of measurement.","","","","","","","",,,,,"",,,,"Quantity.value",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.molecularWeight.amount.comparator","SubstanceDefinition.molecularWeight.amount.comparator","","","",0,1,"","Y","Y","code {[]} {[]}
","< | <= | >= | > | ad - how to understand the value","How the value should be understood and represented - whether the actual value is greater or less than the stated value due to measurement issues; e.g. if the comparator is ""<"" , then the real value is < stated value.","","Need a framework for handling measures where the value is <5ug/L or >400mg/L due to the limitations of measuring methodology.","","If there is no comparator, then there is no modification of the value","","","","","",,"required","","http://hl7.org/fhir/ValueSet/quantity-comparator|5.0.0-snapshot3","",,,,"Quantity.comparator",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.molecularWeight.amount.unit","SubstanceDefinition.molecularWeight.amount.unit","","","",0,1,"","","Y","string {[]} {[]}
","Unit of measure.","A human-readable form of the unit.","","There are many representations for units of measure and in many contexts, particular representations are fixed and required. I.e. mcg for micrograms.","","","","","","","",,,,,"",,,,"Quantity.unit",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.molecularWeight.amount.system","SubstanceDefinition.molecularWeight.amount.system","","","",0,1,"","","Y","uri {[]} {[]}
","System that defines coded unit form","The identification of the system that provides the coded form of the unit.","","Need to know the system that defines the coded form of the unit.","","","","","","","",,,,,"",,,,"Quantity.system",0,1,"qty-3
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.molecularWeight.amount.code","SubstanceDefinition.molecularWeight.amount.code","","","",0,1,"","","Y","code {[]} {[]}
","coded form of the unit of measure.","A computer processable form of the unit in some unit representation system.","The preferred system is UCUM, but SNOMED CT can also be used (for customary units) or ISO 4217 for currency.  The context of use may additionally require a code from a particular system.","Need a computable form of the unit that is fixed across all forms. UCUM provides this for quantities, but SNOMED CT provides many units of interest.","","","","","","","",,,,,"",,,,"Quantity.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.structure","SubstanceDefinition.structure","","","",0,1,"","","Y","BackboneElement {[]} {[]}
","Structural information","Structural information.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.structure",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.structure.id","SubstanceDefinition.structure.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"SubstanceDefinition-uv-epi","SubstanceDefinition.structure.extension","SubstanceDefinition.structure.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SubstanceDefinition-uv-epi","SubstanceDefinition.structure.modifierExtension","SubstanceDefinition.structure.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/5.0.0-snapshot3/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SubstanceDefinition-uv-epi","SubstanceDefinition.structure.stereochemistry","SubstanceDefinition.structure.stereochemistry","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Stereochemistry type","Stereochemistry type.","","","","","","","","","",,"example","The optical rotation type of a substance.","http://hl7.org/fhir/ValueSet/substance-stereochemistry","",,,,"SubstanceDefinition.structure.stereochemistry",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.structure.opticalActivity","SubstanceDefinition.structure.opticalActivity","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Optical activity type","Optical activity type.","","","","","","","","","",,"example","The optical rotation type of a substance.","http://hl7.org/fhir/ValueSet/substance-optical-activity","",,,,"SubstanceDefinition.structure.opticalActivity",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.structure.molecularFormula","SubstanceDefinition.structure.molecularFormula","","","",0,1,"","","Y","string {[]} {[]}
","Molecular formula (e.g. using the Hill system).","An expression which states the number and type of atoms present in a molecule of a substance.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.structure.molecularFormula",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.structure.molecularFormulaByMoiety","SubstanceDefinition.structure.molecularFormulaByMoiety","","","",0,1,"","","Y","string {[]} {[]}
","Specified per moiety according to the Hill system","Specified per moiety according to the Hill system, i.e. first C, then H, then alphabetical, each moiety separated by a dot.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.structure.molecularFormulaByMoiety",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.structure.molecularWeight","SubstanceDefinition.structure.molecularWeight","","","",0,1,"","","Y","","The molecular weight or weight range","The molecular weight or weight range (for proteins, polymers or nucleic acids).","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.structure.molecularWeight",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.structure.technique","SubstanceDefinition.structure.technique","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","The method used to find the structure e.g. X-ray, NMR","The method used to elucidate the structure of the drug substance. Examples: X-ray, NMR, Peptide mapping, Ligand binding assay.","","","","","","","","","",,"example","The method used to elucidate the structure of the drug substance.","http://hl7.org/fhir/ValueSet/substance-structure-technique","",,,,"SubstanceDefinition.structure.technique",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.structure.sourceDocument","SubstanceDefinition.structure.sourceDocument","","","",0,*,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/DocumentReference]]}
","Source of information for the structure","The source of information about the structure.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.structure.sourceDocument",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.structure.representation","SubstanceDefinition.structure.representation","","","",0,*,"","","Y","BackboneElement {[]} {[]}
","A depiction of the structure of the substance","A depiction of the structure of the substance.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.structure.representation",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.structure.representation.id","SubstanceDefinition.structure.representation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"SubstanceDefinition-uv-epi","SubstanceDefinition.structure.representation.extension","SubstanceDefinition.structure.representation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SubstanceDefinition-uv-epi","SubstanceDefinition.structure.representation.modifierExtension","SubstanceDefinition.structure.representation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/5.0.0-snapshot3/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SubstanceDefinition-uv-epi","SubstanceDefinition.structure.representation.type","SubstanceDefinition.structure.representation.type","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","The kind of structural representation (e.g. full, partial)","The kind of structural representation (e.g. full, partial).","","","","","","","","","",,"example","A format of a substance representation.","http://hl7.org/fhir/ValueSet/substance-representation-type","",,,,"SubstanceDefinition.structure.representation.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.structure.representation.representation","SubstanceDefinition.structure.representation.representation","","","",0,1,"","","Y","string {[]} {[]}
","The structural representation as a text string in a standard format","The structural representation as a text string in a standard format.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.structure.representation.representation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.structure.representation.format","SubstanceDefinition.structure.representation.format","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","The format of the representation e.g. InChI, SMILES, MOLFILE (note: not the physical file format)","The format of the representation e.g. InChI, SMILES, MOLFILE, CDX, SDF, PDB, mmCIF. The logical content type rather than the physical file format of a document.","","","","","","","","","",,"example","A format of a substance representation.","http://hl7.org/fhir/ValueSet/substance-representation-format","",,,,"SubstanceDefinition.structure.representation.format",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.structure.representation.document","SubstanceDefinition.structure.representation.document","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/DocumentReference]]}
","An attachment with the structural representation e.g. a structure graphic or AnIML file","An attached file with the structural representation e.g. a molecular structure graphic of the substance, a JCAMP or AnIML file.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.structure.representation.document",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.code","SubstanceDefinition.code","","","",0,*,"","","Y","BackboneElement {[]} {[]}
","Codes associated with the substance.","Codes associated with the substance.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.code",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.code.id","SubstanceDefinition.code.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"SubstanceDefinition-uv-epi","SubstanceDefinition.code.extension","SubstanceDefinition.code.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SubstanceDefinition-uv-epi","SubstanceDefinition.code.modifierExtension","SubstanceDefinition.code.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/5.0.0-snapshot3/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SubstanceDefinition-uv-epi","SubstanceDefinition.code.code","SubstanceDefinition.code.code","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","The specific code","The specific code.","","","","","","","","","",,"preferred","","http://hl7.org/fhir/uv/emedicinal-product-info/ValueSet/substance","",,,,"SubstanceDefinition.code.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.code.status","SubstanceDefinition.code.status","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Status of the code assignment, for example 'provisional', 'approved'","Status of the code assignment, for example 'provisional', 'approved'.","","","","","","","","","",,"preferred","The lifecycle status of an artifact.","http://hl7.org/fhir/ValueSet/publication-status","",,,,"SubstanceDefinition.code.status",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.code.statusDate","SubstanceDefinition.code.statusDate","","","",0,1,"","","Y","dateTime {[]} {[]}
","The date at which the code status was changed","The date at which the code status was changed as part of the terminology maintenance.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.code.statusDate",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.code.note","SubstanceDefinition.code.note","","","",0,*,"","","Y","Annotation {[]} {[]}
","Any comment can be provided in this field","Any comment can be provided in this field, if necessary.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.code.note",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.code.source","SubstanceDefinition.code.source","","","",0,*,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/DocumentReference]]}
","Supporting literature","Supporting literature.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.code.source",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.name","SubstanceDefinition.name","","","",0,*,"","","Y","BackboneElement {[]} {[]}
","Names applicable to this substance.","Names applicable to this substance.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.name",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
